"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"RJYFBGG","软件研发部公共空间","172272159","76450349","8、部门活动","部门活动照片","2","5","软件研发部公共空间 主页 / 8、部门活动 / 部门活动照片","其他","2022-07-20 17:17:24","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=172272159"
"RJYFBGG","软件研发部公共空间","82582161","14824627","软件研发部公共空间 主页","9、NPS","1","12","软件研发部公共空间 主页 / 9、NPS","问题与复盘","2020-03-12 16:35:36","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=82582161"
"RJYFBGG","软件研发部公共空间","228772074","82582161","9、NPS","2023年内销NPS数据","2","1","软件研发部公共空间 主页 / 9、NPS / 2023年内销NPS数据","问题与复盘","2024-01-23 14:24:17","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228772074"
"RJYFBGG","软件研发部公共空间","255081774","82582161","9、NPS","2024海外Kernel Panic NPS问题跟踪","2","2","软件研发部公共空间 主页 / 9、NPS / 2024海外Kernel Panic NPS问题跟踪","问题与复盘","2024-07-25 13:12:15","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=255081774"
"RJYFBGG","软件研发部公共空间","252870304","82582161","9、NPS","2024海外应用 ANR tombstone NPS问题跟踪","2","3","软件研发部公共空间 主页 / 9、NPS / 2024海外应用 ANR tombstone NPS问题跟踪","问题与复盘","2024-07-25 10:04:05","樊杰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=252870304"
"RJYFBGG","软件研发部公共空间","82582166","82582161","9、NPS","内销NPS 软件综合类","2","4","软件研发部公共空间 主页 / 9、NPS / 内销NPS 软件综合类","问题与复盘","2020-03-12 16:36:10","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=82582166"
"RJYFBGG","软件研发部公共空间","193503689","82582161","9、NPS","已分享的链接","2","5","软件研发部公共空间 主页 / 9、NPS / 已分享的链接","问题与复盘","2023-01-04 17:34:20","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=193503689"
"RJYFBGG","软件研发部公共空间","84644633","14824627","软件研发部公共空间 主页","10、CBB 项目信息汇总","1","13","软件研发部公共空间 主页 / 10、CBB 项目信息汇总","项目管理","2023-05-19 13:58:44","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=84644633"
"RJYFBGG","软件研发部公共空间","84644645","84644633","10、CBB 项目信息汇总","10.1 软件CBB开发流程介绍","2","1","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.1 软件CBB开发流程介绍","规范与流程","2021-12-24 16:08:18","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=84644645"
"RJYFBGG","软件研发部公共空间","84644648","84644633","10、CBB 项目信息汇总","10.2 软件CBB过程重点注意事项","2","2","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.2 软件CBB过程重点注意事项","项目管理","2020-05-07 10:32:05","李春超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=84644648"
"RJYFBGG","软件研发部公共空间","84648742","84644633","10、CBB 项目信息汇总","10.3  CBB项目规划","2","3","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.3  CBB项目规划","项目管理","2020-04-02 17:31:56","李春超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=84648742"
"RJYFBGG","软件研发部公共空间","86548684","84644633","10、CBB 项目信息汇总","10.4 过程任务","2","4","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.4 过程任务","项目管理","2022-05-10 16:14:17","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=86548684"
"RJYFBGG","软件研发部公共空间","107777029","84644633","10、CBB 项目信息汇总","10.5  最新CBB货架整理","2","5","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.5  最新CBB货架整理","项目管理","2021-04-19 18:00:17","朱铄","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=107777029"
"RJYFBGG","软件研发部公共空间","101423666","84644633","10、CBB 项目信息汇总","10.6  在研项目信息统计","2","6","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.6  在研项目信息统计","项目管理","2021-04-23 17:28:10","未知用户 (gaomeng4)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=101423666"
"RJYFBGG","软件研发部公共空间","116817949","84644633","10、CBB 项目信息汇总","10.7  CBB落地方案","2","7","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.7  CBB落地方案","设计与架构","2021-02-21 12:29:13","李春超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=116817949"
"RJYFBGG","软件研发部公共空间","145066567","84644633","10、CBB 项目信息汇总","10.8 21年CBB预算统计","2","8","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.8 21年CBB预算统计","项目管理","2021-11-23 14:19:33","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=145066567"
"RJYFBGG","软件研发部公共空间","161514467","84644633","10、CBB 项目信息汇总","10.9 CBB项目周报（21 年11月起）","2","9","软件研发部公共空间 主页 / 10、CBB 项目信息汇总 / 10.9 CBB项目周报（21 年11月起）","项目管理","2022-11-07 11:38:46","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=161514467"
"RJYFBGG","软件研发部公共空间","198348577","14824627","软件研发部公共空间 主页","11、三星分析-研发及创新空间","1","14","软件研发部公共空间 主页 / 11、三星分析-研发及创新空间","问题与复盘","2023-05-19 13:59:35","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198348577"
"RJYFBGG","软件研发部公共空间","198348585","198348577","11、三星分析-研发及创新空间","1.资料文档：","2","1","软件研发部公共空间 主页 / 11、三星分析-研发及创新空间 / 1.资料文档：","问题与复盘","2023-02-14 14:16:59","朱春波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198348585"
"RJYFBGG","软件研发部公共空间","198348596","198348577","11、三星分析-研发及创新空间","2.问题总结：","2","2","软件研发部公共空间 主页 / 11、三星分析-研发及创新空间 / 2.问题总结：","问题与复盘","2023-02-14 11:08:53","未知用户 (liyuxi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198348596"
"RJYFBGG","软件研发部公共空间","198348603","198348577","11、三星分析-研发及创新空间","3.周例会内容共享：","2","3","软件研发部公共空间 主页 / 11、三星分析-研发及创新空间 / 3.周例会内容共享：","问题与复盘","2023-02-13 18:46:46","未知用户 (liyuxi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198348603"
"RJYFBGG","软件研发部公共空间","92933569","14824627","软件研发部公共空间 主页","12、科室例会","1","15","软件研发部公共空间 主页 / 12、科室例会","会议与协同","2023-05-22 13:11:31","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=92933569"
"RJYFBGG","软件研发部公共空间","122488724","92933569","12、科室例会","10、手机产品软件所","2","1","软件研发部公共空间 主页 / 12、科室例会 / 10、手机产品软件所","会议与协同","2021-04-19 17:55:01","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488724"
"RJYFBGG","软件研发部公共空间","122488746","92933569","12、科室例会","11、武研","2","2","软件研发部公共空间 主页 / 12、科室例会 / 11、武研","会议与协同","2021-04-19 17:57:31","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488746"
"RJYFBGG","软件研发部公共空间","122488763","92933569","12、科室例会","12、深研","2","3","软件研发部公共空间 主页 / 12、科室例会 / 12、深研","会议与协同","2021-04-19 17:59:02","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488763"
"RJYFBGG","软件研发部公共空间","122488309","92933569","12、科室例会","1、海外软件开发所","2","4","软件研发部公共空间 主页 / 12、科室例会 / 1、海外软件开发所","会议与协同","2021-04-19 15:56:07","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488309"
"RJYFBGG","软件研发部公共空间","122488577","92933569","12、科室例会","2、手机应用软件所","2","5","软件研发部公共空间 主页 / 12、科室例会 / 2、手机应用软件所","会议与协同","2021-04-19 17:35:47","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488577"
"RJYFBGG","软件研发部公共空间","122488594","92933569","12、科室例会","3、手机平台软件所","2","6","软件研发部公共空间 主页 / 12、科室例会 / 3、手机平台软件所","会议与协同","2021-04-19 17:38:05","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488594"
"RJYFBGG","软件研发部公共空间","122488616","92933569","12、科室例会","4、内销应用软件所","2","7","软件研发部公共空间 主页 / 12、科室例会 / 4、内销应用软件所","会议与协同","2021-04-19 17:40:27","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488616"
"RJYFBGG","软件研发部公共空间","122488632","92933569","12、科室例会","5、内销平台软件所","2","8","软件研发部公共空间 主页 / 12、科室例会 / 5、内销平台软件所","会议与协同","2021-04-19 17:42:15","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488632"
"RJYFBGG","软件研发部公共空间","122488642","92933569","12、科室例会","6、人工智能语音运营中心","2","9","软件研发部公共空间 主页 / 12、科室例会 / 6、人工智能语音运营中心","会议与协同","2021-04-19 17:43:41","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488642"
"RJYFBGG","软件研发部公共空间","122488679","92933569","12、科室例会","7、内销产品软件所","2","10","软件研发部公共空间 主页 / 12、科室例会 / 7、内销产品软件所","会议与协同","2021-04-19 17:49:16","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488679"
"RJYFBGG","软件研发部公共空间","122488696","92933569","12、科室例会","8、公共技术软件所","2","11","软件研发部公共空间 主页 / 12、科室例会 / 8、公共技术软件所","会议与协同","2021-04-19 17:51:26","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488696"
"RJYFBGG","软件研发部公共空间","122488705","92933569","12、科室例会","9、海外电视整机软件所","2","12","软件研发部公共空间 主页 / 12、科室例会 / 9、海外电视整机软件所","会议与协同","2021-04-19 17:52:38","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488705"
"RJYFBGG","软件研发部公共空间","97190910","14824627","软件研发部公共空间 主页","14、软件过程指标","1","16","软件研发部公共空间 主页 / 14、软件过程指标","数据与质量","2024-05-28 09:23:34","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97190910"
"RJYFBGG","软件研发部公共空间","97190915","97190910","14、软件过程指标","2020年各科室平均修复周期","2","1","软件研发部公共空间 主页 / 14、软件过程指标 / 2020年各科室平均修复周期","数据与质量","2021-04-29 16:32:12","未知用户 (yaominghang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97190915"
"RJYFBGG","软件研发部公共空间","116819927","97190910","14、软件过程指标","2021年过程指标","2","2","软件研发部公共空间 主页 / 14、软件过程指标 / 2021年过程指标","数据与质量","2021-06-25 10:00:50","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=116819927"
"RJYFBGG","软件研发部公共空间","97190889","97190910","14、软件过程指标","20年过程指标系数","2","3","软件研发部公共空间 主页 / 14、软件过程指标 / 20年过程指标系数","数据与质量","2021-03-01 09:24:20","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97190889"
"RJYFBGG","软件研发部公共空间","147819946","97190910","14、软件过程指标","22年过程指标","2","4","软件研发部公共空间 主页 / 14、软件过程指标 / 22年过程指标","数据与质量","2022-12-05 19:30:22","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=147819946"
"RJYFBGG","软件研发部公共空间","195234153","97190910","14、软件过程指标","23年过程指标","2","5","软件研发部公共空间 主页 / 14、软件过程指标 / 23年过程指标","数据与质量","2023-08-21 11:41:52","戴青娥","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195234153"
"RJYFBGG","软件研发部公共空间","227865395","97190910","14、软件过程指标","24年过程指标","2","6","软件研发部公共空间 主页 / 14、软件过程指标 / 24年过程指标","数据与质量","2026-04-08 09:37:59","陈晓敏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227865395"
"RJYFBGG","软件研发部公共空间","287594560","97190910","14、软件过程指标","25年过程指标","2","7","软件研发部公共空间 主页 / 14、软件过程指标 / 25年过程指标","数据与质量","2025-02-17 14:05:39","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=287594560"
"RJYFBGG","软件研发部公共空间","349819058","97190910","14、软件过程指标","26年过程指标","2","8","软件研发部公共空间 主页 / 14、软件过程指标 / 26年过程指标","数据与质量","2026-01-08 09:07:44","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=349819058"
"RJYFBGG","软件研发部公共空间","98599747","97190910","14、软件过程指标","代码评审","2","9","软件研发部公共空间 主页 / 14、软件过程指标 / 代码评审","数据与质量","2020-08-24 13:56:20","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=98599747"
"RJYFBGG","软件研发部公共空间","129079701","97190910","14、软件过程指标","分析材料","2","10","软件研发部公共空间 主页 / 14、软件过程指标 / 分析材料","问题与复盘","2021-06-23 19:49:43","未知用户 (zhuzhongwei)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129079701"
"RJYFBGG","软件研发部公共空间","92933588","97190910","14、软件过程指标","平均修复周期2020-06-28","2","11","软件研发部公共空间 主页 / 14、软件过程指标 / 平均修复周期2020-06-28","数据与质量","2020-08-04 16:15:59","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=92933588"
"RJYFBGG","软件研发部公共空间","131138457","97190910","14、软件过程指标","指标统计规则","2","12","软件研发部公共空间 主页 / 14、软件过程指标 / 指标统计规则","数据与质量","2026-04-23 09:11:26","陈晓敏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131138457"
"RJYFBGG","软件研发部公共空间","126918110","97190910","14、软件过程指标","电视准时一次无条件通过率","2","13","软件研发部公共空间 主页 / 14、软件过程指标 / 电视准时一次无条件通过率","数据与质量","2021-06-03 14:10:33","于清晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126918110"
"RJYFBGG","软件研发部公共空间","98605234","14824627","软件研发部公共空间 主页","15、软件相关流程体系清单","1","17","软件研发部公共空间 主页 / 15、软件相关流程体系清单","规范与流程","2023-05-19 13:56:47","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=98605234"
"RJYFBGG","软件研发部公共空间","310912434","98605234","15、软件相关流程体系清单","软件流程活动裁剪定义","2","1","软件研发部公共空间 主页 / 15、软件相关流程体系清单 / 软件流程活动裁剪定义","规范与流程","2025-06-24 09:12:44","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=310912434"
"RJYFBGG","软件研发部公共空间","98606356","14824627","软件研发部公共空间 主页","16、方案商管理","1","18","软件研发部公共空间 主页 / 16、方案商管理","设计与架构","2023-05-19 13:57:00","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=98606356"
"RJYFBGG","软件研发部公共空间","197540811","98606356","16、方案商管理","Amloigc沟通","2","1","软件研发部公共空间 主页 / 16、方案商管理 / Amloigc沟通","设计与架构","2023-02-09 15:48:19","于清晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=197540811"
"RJYFBGG","软件研发部公共空间","196543159","98606356","16、方案商管理","MTK交流-20230130","2","2","软件研发部公共空间 主页 / 16、方案商管理 / MTK交流-20230130","设计与架构","2023-01-30 11:59:51","唐高明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=196543159"
"RJYFBGG","软件研发部公共空间","186986912","98606356","16、方案商管理","MTK双周例会","2","3","软件研发部公共空间 主页 / 16、方案商管理 / MTK双周例会","设计与架构","2023-05-10 16:01:09","于清晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=186986912"
"RJYFBGG","软件研发部公共空间","131142271","98606356","16、方案商管理","MTK月报","2","4","软件研发部公共空间 主页 / 16、方案商管理 / MTK月报","设计与架构","2021-07-29 09:29:32","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131142271"
"RJYFBGG","软件研发部公共空间","187806318","98606356","16、方案商管理","Novatek例会","2","5","软件研发部公共空间 主页 / 16、方案商管理 / Novatek例会","设计与架构","2022-11-24 09:47:18","唐高明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=187806318"
"RJYFBGG","软件研发部公共空间","146375979","98606356","16、方案商管理","外协方案商管理规则","2","6","软件研发部公共空间 主页 / 16、方案商管理 / 外协方案商管理规则","设计与架构","2022-03-02 14:44:41","宋茂松/Mason Song","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=146375979"
"RJYFBGG","软件研发部公共空间","215841451","98606356","16、方案商管理","方案商现场支持人员明细","2","7","软件研发部公共空间 主页 / 16、方案商管理 / 方案商现场支持人员明细","设计与架构","2025-03-05 14:11:01","郝锐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215841451"
"RJYFBGG","软件研发部公共空间","98606360","98606356","16、方案商管理","方案商管理规则","2","8","软件研发部公共空间 主页 / 16、方案商管理 / 方案商管理规则","设计与架构","2020-08-28 18:27:59","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=98606360"
"RJYFBGG","软件研发部公共空间","100046630","14824627","软件研发部公共空间 主页","17、软件研发部工作周报","1","19","软件研发部公共空间 主页 / 17、软件研发部工作周报","其他","2023-05-22 13:12:03","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=100046630"
"RJYFBGG","软件研发部公共空间","129794927","100046630","17、软件研发部工作周报","2021年-旧","2","1","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 2021年-旧","其他","2021-06-28 10:59:05","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129794927"
"RJYFBGG","软件研发部公共空间","126910669","100046630","17、软件研发部工作周报","内销软件周报","2","2","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 内销软件周报","其他","2021-05-30 21:32:08","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126910669"
"RJYFBGG","软件研发部公共空间","126910621","100046630","17、软件研发部工作周报","内销软件周报编写规范","2","3","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 内销软件周报编写规范","规范与流程","2021-06-29 11:15:28","姜伟伟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126910621"
"RJYFBGG","软件研发部公共空间","128352432","100046630","17、软件研发部工作周报","外销软件周报","2","4","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 外销软件周报","其他","2021-06-14 07:57:57","宋茂松/Mason Song","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=128352432"
"RJYFBGG","软件研发部公共空间","140349661","100046630","17、软件研发部工作周报","外销软件重点项目风险周记录","2","5","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 外销软件重点项目风险周记录","项目管理","2021-10-12 14:54:34","未知用户 (liuke8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=140349661"
"RJYFBGG","软件研发部公共空间","139076451","100046630","17、软件研发部工作周报","外销软件月度工作","2","6","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 外销软件月度工作","其他","2021-09-29 14:09:47","宋茂松/Mason Song","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=139076451"
"RJYFBGG","软件研发部公共空间","122496089","100046630","17、软件研发部工作周报","部门资源梳理","2","7","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 部门资源梳理","其他","2021-04-25 09:38:09","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122496089"
"RJYFBGG","软件研发部公共空间","157191610","100046630","17、软件研发部工作周报","安卓软件周报","2","8","软件研发部公共空间 主页 / 17、软件研发部工作周报 / 安卓软件周报","其他","2025-04-11 10:17:18","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157191610"
"RJYFBGG","软件研发部公共空间","104801046","14824627","软件研发部公共空间 主页","18、流程绩效","1","20","软件研发部公共空间 主页 / 18、流程绩效","规范与流程","2023-05-22 13:12:11","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104801046"
"RJYFBGG","软件研发部公共空间","104801049","104801046","18、流程绩效","组织级绩效数据","2","1","软件研发部公共空间 主页 / 18、流程绩效 / 组织级绩效数据","规范与流程","2020-12-24 14:15:39","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104801049"
"RJYFBGG","软件研发部公共空间","104801069","104801046","18、流程绩效","项目级绩效","2","2","软件研发部公共空间 主页 / 18、流程绩效 / 项目级绩效","规范与流程","2020-12-24 14:16:07","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104801069"
"RJYFBGG","软件研发部公共空间","118238333","14824627","软件研发部公共空间 主页","19、DailyRelease","1","21","软件研发部公共空间 主页 / 19、DailyRelease","版本与计划","2023-05-22 13:12:24","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=118238333"
"RJYFBGG","软件研发部公共空间","119708521","118238333","19、DailyRelease","DailyRelease会议纪要","2","1","软件研发部公共空间 主页 / 19、DailyRelease / DailyRelease会议纪要","版本与计划","2021-03-25 09:46:34","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=119708521"
"RJYFBGG","软件研发部公共空间","119708464","118238333","19、DailyRelease","手机XXX项目DailyRelease","2","2","软件研发部公共空间 主页 / 19、DailyRelease / 手机XXX项目DailyRelease","版本与计划","2021-03-25 09:37:40","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=119708464"
"RJYFBGG","软件研发部公共空间","119708454","118238333","19、DailyRelease","电视内销项目DailyRelease","2","3","软件研发部公共空间 主页 / 19、DailyRelease / 电视内销项目DailyRelease","版本与计划","2021-03-30 15:02:52","未知用户 (mengxiangfei1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=119708454"
"RJYFBGG","软件研发部公共空间","120521661","118238333","19、DailyRelease","软件外销-Android项目","2","4","软件研发部公共空间 主页 / 19、DailyRelease / 软件外销-Android项目","版本与计划","2021-03-29 11:49:51","魏强/Grand Wei","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120521661"
"RJYFBGG","软件研发部公共空间","120521666","118238333","19、DailyRelease","软件外销-VIDAA项目","2","5","软件研发部公共空间 主页 / 19、DailyRelease / 软件外销-VIDAA项目","版本与计划","2021-03-29 11:50:12","魏强/Grand Wei","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120521666"
"RJYFBGG","软件研发部公共空间","120531069","14824627","软件研发部公共空间 主页","20、专利信息","1","22","软件研发部公共空间 主页 / 20、专利信息","其他","2023-05-22 13:12:35","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120531069"
"RJYFBGG","软件研发部公共空间","120531075","120531069","20、专利信息","2021年专利-电视","2","1","软件研发部公共空间 主页 / 20、专利信息 / 2021年专利-电视","其他","2021-04-02 17:56:28","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120531075"
"RJYFBGG","软件研发部公共空间","151629680","120531069","20、专利信息","2022年专利-电视","2","2","软件研发部公共空间 主页 / 20、专利信息 / 2022年专利-电视","其他","2022-06-27 20:38:12","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=151629680"
"RJYFBGG","软件研发部公共空间","195240995","120531069","20、专利信息","2023年专利-电视","2","3","软件研发部公共空间 主页 / 20、专利信息 / 2023年专利-电视","其他","2023-07-05 22:21:47","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195240995"
"RJYFBGG","软件研发部公共空间","227858480","120531069","20、专利信息","2024年专利-电视","2","4","软件研发部公共空间 主页 / 20、专利信息 / 2024年专利-电视","其他","2024-03-25 13:14:55","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227858480"
"RJYFBGG","软件研发部公共空间","276381059","120531069","20、专利信息","2025年专利-电视","2","5","软件研发部公共空间 主页 / 20、专利信息 / 2025年专利-电视","其他","2025-01-26 00:58:16","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=276381059"
"RJYFBGG","软件研发部公共空间","121840469","14824627","软件研发部公共空间 主页","21、部门人员管理","1","23","软件研发部公共空间 主页 / 21、部门人员管理","项目管理","2023-05-22 13:12:52","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=121840469"
"RJYFBGG","软件研发部公共空间","123997226","121840469","21、部门人员管理","入职面试评价","2","1","软件研发部公共空间 主页 / 21、部门人员管理 / 入职面试评价","项目管理","2021-05-07 14:03:30","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=123997226"
"RJYFBGG","软件研发部公共空间","121840477","121840469","21、部门人员管理","外包人员管理","2","2","软件研发部公共空间 主页 / 21、部门人员管理 / 外包人员管理","项目管理","2021-04-16 14:53:27","王卫明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=121840477"
"RJYFBGG","软件研发部公共空间","161527860","121840469","21、部门人员管理","技术面试题库","2","3","软件研发部公共空间 主页 / 21、部门人员管理 / 技术面试题库","项目管理","2022-04-22 09:41:17","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=161527860"
"RJYFBGG","软件研发部公共空间","137632223","121840469","21、部门人员管理","校招面试","2","4","软件研发部公共空间 主页 / 21、部门人员管理 / 校招面试","项目管理","2021-09-15 15:38:47","王卫明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=137632223"
"RJYFBGG","软件研发部公共空间","217318531","121840469","21、部门人员管理","软件研发部人事信息自纠自查完成情况反馈","2","5","软件研发部公共空间 主页 / 21、部门人员管理 / 软件研发部人事信息自纠自查完成情况反馈","项目管理","2023-07-10 18:05:07","胡玉","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217318531"
"RJYFBGG","软件研发部公共空间","122488265","14824627","软件研发部公共空间 主页","22、人才地图","1","24","软件研发部公共空间 主页 / 22、人才地图","其他","2021-04-19 19:43:46","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488265"
"RJYFBGG","软件研发部公共空间","179417456","122488265","22、人才地图","01 - 岗位应知应会梳理","2","1","软件研发部公共空间 主页 / 22、人才地图 / 01 - 岗位应知应会梳理","其他","2022-09-15 18:16:28","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=179417456"
"RJYFBGG","软件研发部公共空间","122488870","122488265","22、人才地图","人工智能语音运营中心","2","2","软件研发部公共空间 主页 / 22、人才地图 / 人工智能语音运营中心","其他","2021-04-19 18:09:45","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488870"
"RJYFBGG","软件研发部公共空间","122488900","122488265","22、人才地图","公共技术软件所","2","3","软件研发部公共空间 主页 / 22、人才地图 / 公共技术软件所","其他","2021-05-27 14:09:22","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488900"
"RJYFBGG","软件研发部公共空间","122488882","122488265","22、人才地图","内销产品软件所","2","4","软件研发部公共空间 主页 / 22、人才地图 / 内销产品软件所","其他","2021-04-19 18:11:12","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488882"
"RJYFBGG","软件研发部公共空间","122488857","122488265","22、人才地图","内销平台软件所","2","5","软件研发部公共空间 主页 / 22、人才地图 / 内销平台软件所","其他","2021-04-19 18:08:48","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488857"
"RJYFBGG","软件研发部公共空间","122488845","122488265","22、人才地图","内销应用软件所","2","6","软件研发部公共空间 主页 / 22、人才地图 / 内销应用软件所","其他","2021-04-19 18:07:33","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122488845"
