"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"PXZL","培训资料","15588569","15587099","人力资源部","02、研发项目经理系列培训","2","1","培训资料 / 人力资源部 / 02、研发项目经理系列培训","培训与知识","2017-11-01 10:02:17","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15588569"
"PXZL","培训资料","15861883","15587099","人力资源部","03、公司级内训师 “TTT”培训","2","2","培训资料 / 人力资源部 / 03、公司级内训师 “TTT”培训","培训与知识","2017-11-01 10:02:44","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15861883"
"PXZL","培训资料","15876408","15587099","人力资源部","04、公司级培训和部门级培训师名单","2","3","培训资料 / 人力资源部 / 04、公司级培训和部门级培训师名单","培训与知识","2017-11-01 10:03:17","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15876408"
"PXZL","培训资料","15587112","15587099","人力资源部","05、2017年公司级内训师课件资料","2","4","培训资料 / 人力资源部 / 05、2017年公司级内训师课件资料","培训与知识","2017-11-16 17:03:20","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15587112"
"PXZL","培训资料","15891077","15587099","人力资源部","06、2017年外送培训资料分享","2","5","培训资料 / 人力资源部 / 06、2017年外送培训资料分享","培训与知识","2017-12-08 09:54:12","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15891077"
"PXZL","培训资料","17040341","15587099","人力资源部","07、员工能力发展信息系统","2","6","培训资料 / 人力资源部 / 07、员工能力发展信息系统","培训与知识","2018-03-02 16:16:48","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17040341"
"PXZL","培训资料","17043771","15587099","人力资源部","08、人资相关培训资料","2","7","培训资料 / 人力资源部 / 08、人资相关培训资料","培训与知识","2018-03-08 11:01:46","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17043771"
"PXZL","培训资料","17043783","15587099","人力资源部","09、2018年公司级培训资料","2","8","培训资料 / 人力资源部 / 09、2018年公司级培训资料","培训与知识","2018-03-08 11:07:23","未知用户 (dujuan7)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17043783"
"PXZL","培训资料","22813133","15587099","人力资源部","10、2018年“质量专题”微课大赛作品展示","2","9","培训资料 / 人力资源部 / 10、2018年“质量专题”微课大赛作品展示","培训与知识","2018-06-14 09:51:32","孙慧男","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=22813133"
"PXZL","培训资料","27921093","15587099","人力资源部","11、2018年外送培训资料分享","2","10","培训资料 / 人力资源部 / 11、2018年外送培训资料分享","培训与知识","2018-08-02 14:54:26","王艳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=27921093"
"PXZL","培训资料","16677859","15587085","培训资料","工艺设计部","1","3","培训资料 / 工艺设计部","设计与架构","2017-12-26 16:26:01","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677859"
"PXZL","培训资料","52724423","16677859","工艺设计部","工艺设计部U盾使用注意事项  附件：供应商使用说明&供应商常见问题处理方法","2","1","培训资料 / 工艺设计部 / 工艺设计部U盾使用注意事项  附件：供应商使用说明&供应商常见问题处理方法","设计与架构","2019-04-24 10:19:35","魏延泽","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=52724423"
"PXZL","培训资料","37522375","16677859","工艺设计部","新门类产品工艺室","2","2","培训资料 / 工艺设计部 / 新门类产品工艺室","设计与架构","2018-11-15 14:58:00","陈艳梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=37522375"
"PXZL","培训资料","37522364","16677859","工艺设计部","电视电路工艺室","2","3","培训资料 / 工艺设计部 / 电视电路工艺室","设计与架构","2018-11-15 14:59:29","陈艳梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=37522364"
"PXZL","培训资料","37522371","16677859","工艺设计部","电视结构工艺室","2","4","培训资料 / 工艺设计部 / 电视结构工艺室","设计与架构","2018-11-15 14:59:03","陈艳梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=37522371"
"PXZL","培训资料","37522362","16677859","工艺设计部","电视软件工艺室","2","5","培训资料 / 工艺设计部 / 电视软件工艺室","设计与架构","2018-11-15 14:59:19","陈艳梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=37522362"
"PXZL","培训资料","16677850","15587085","培训资料","显示研发部","1","4","培训资料 / 显示研发部","培训与知识","2017-12-26 16:24:39","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677850"
"PXZL","培训资料","27330878","16677850","显示研发部","新型微结构加工工艺","2","1","培训资料 / 显示研发部 / 新型微结构加工工艺","培训与知识","2018-07-26 10:39:42","未知用户 (yuechunbo)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=27330878"
"PXZL","培训资料","73891860","16677850","显示研发部","模组产品开发管理程序","2","2","培训资料 / 显示研发部 / 模组产品开发管理程序","培训与知识","2019-12-01 11:09:01","未知用户 (zhangqinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73891860"
"PXZL","培训资料","73891854","16677850","显示研发部","模组设计变更规范","2","3","培训资料 / 显示研发部 / 模组设计变更规范","设计与架构","2019-12-01 10:46:42","未知用户 (zhangqinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73891854"
"PXZL","培训资料","73891865","16677850","显示研发部","研发项目经理会议资料-DFMEA含义、填写指导","2","4","培训资料 / 显示研发部 / 研发项目经理会议资料-DFMEA含义、填写指导","会议与协同","2019-12-01 11:15:49","未知用户 (zhangqinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73891865"
"PXZL","培训资料","73891869","16677850","显示研发部","质量知识及APQP和NUDD培训","2","5","培训资料 / 显示研发部 / 质量知识及APQP和NUDD培训","培训与知识","2019-12-01 11:21:30","未知用户 (zhangqinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73891869"
"PXZL","培训资料","16677866","15587085","培训资料","深圳研发","1","5","培训资料 / 深圳研发","培训与知识","2019-01-15 12:32:29","未知用户 (huping3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677866"
"PXZL","培训资料","16677863","15587085","培训资料","用户体验设计部","1","6","培训资料 / 用户体验设计部","设计与架构","2017-12-26 16:27:21","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677863"
"PXZL","培训资料","17041041","15587085","培训资料","知识产权部培训资料","1","7","培训资料 / 知识产权部培训资料","培训与知识","2018-03-05 10:37:01","于琳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17041041"
"PXZL","培训资料","17041356","17041041","知识产权部培训资料","中国专利无效、诉讼","2","1","培训资料 / 知识产权部培训资料 / 中国专利无效、诉讼","培训与知识","2018-03-05 10:56:33","于琳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17041356"
"PXZL","培训资料","17041353","17041041","知识产权部培训资料","中国专利申请","2","2","培训资料 / 知识产权部培训资料 / 中国专利申请","培训与知识","2018-03-05 10:57:12","于琳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17041353"
"PXZL","培训资料","17041363","17041041","知识产权部培训资料","涉外专利申请","2","3","培训资料 / 知识产权部培训资料 / 涉外专利申请","培训与知识","2018-03-05 10:58:36","于琳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17041363"
"PXZL","培训资料","16677854","15587085","培训资料","研发测试部","1","8","培训资料 / 研发测试部","测试与验证","2017-12-26 16:25:11","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677854"
"PXZL","培训资料","28542552","16677854","研发测试部"," 仪器仪表培训","2","1","培训资料 / 研发测试部 /  仪器仪表培训","测试与验证","2018-08-08 09:54:38","未知用户 (yaolihua)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=28542552"
"PXZL","培训资料","17045359","16677854","研发测试部","测试二所","2","2","培训资料 / 研发测试部 / 测试二所","测试与验证","2018-03-09 13:22:40","未知用户 (xiechunhui)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17045359"
"PXZL","培训资料","70782861","16677854","研发测试部","研发测试部（手机线）","2","3","培训资料 / 研发测试部 / 研发测试部（手机线）","测试与验证","2019-11-06 16:56:58","未知用户 (shangyingying)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70782861"
"PXZL","培训资料","17046812","16677854","研发测试部","研发测试部（电视线）","2","4","培训资料 / 研发测试部 / 研发测试部（电视线）","测试与验证","2019-11-18 19:14:58","未知用户 (zhouqiongqiong)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17046812"
"PXZL","培训资料","16677843","15587085","培训资料","硬件研发部","1","9","培训资料 / 硬件研发部","培训与知识","2017-12-26 16:23:22","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677843"
"PXZL","培训资料","17040502","16677843","硬件研发部","外销整机硬件所","2","1","培训资料 / 硬件研发部 / 外销整机硬件所","培训与知识","2024-09-16 20:46:51","未知用户 (tanfei1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17040502"
"PXZL","培训资料","41357121","16677843","硬件研发部","安全设计","2","2","培训资料 / 硬件研发部 / 安全设计","设计与架构","2018-12-27 17:24:21","未知用户 (liuhaifeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=41357121"
"PXZL","培训资料","24674458","16677843","硬件研发部","类载板技术介绍","2","3","培训资料 / 硬件研发部 / 类载板技术介绍","培训与知识","2018-06-25 09:34:40","未知用户 (weidong)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24674458"
"PXZL","培训资料","97912739","16677843","硬件研发部","部门知识库","2","4","培训资料 / 硬件研发部 / 部门知识库","培训与知识","2022-11-17 20:45:25","姜元亭","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97912739"
"PXZL","培训资料","16677856","15587085","培训资料","结构设计部","1","10","培训资料 / 结构设计部","设计与架构","2017-12-26 16:25:35","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677856"
"PXZL","培训资料","72091148","16677856","结构设计部","2019","2","1","培训资料 / 结构设计部 / 2019","设计与架构","2020-11-12 15:02:21","赵利华","否","http://dmtks.hisense.com/display/PXZL/2019"
"PXZL","培训资料","209953259","16677856","结构设计部","2023","2","2","培训资料 / 结构设计部 / 2023","设计与架构","2023-04-24 20:49:39","未知用户 (zhengchangxia)","否","http://dmtks.hisense.com/display/PXZL/2023"
"PXZL","培训资料","171412371","16677856","结构设计部","平面文档培训资料","2","3","培训资料 / 结构设计部 / 平面文档培训资料","设计与架构","2022-07-11 17:02:56","未知用户 (jiangyimin)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171412371"
"PXZL","培训资料","16677861","15587085","培训资料","质量管理部","1","11","培训资料 / 质量管理部","培训与知识","2018-06-26 09:38:44","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16677861"
"PXZL","培训资料","24675158","16677861","质量管理部","QC小组活动开展方法培训----2018.6","2","1","培训资料 / 质量管理部 / QC小组活动开展方法培训----2018.6","培训与知识","2018-06-26 09:44:31","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24675158"
"PXZL","培训资料","19107901","16677861","质量管理部","QC新7工具培训资料","2","2","培训资料 / 质量管理部 / QC新7工具培训资料","培训与知识","2018-04-27 16:29:20","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19107901"
"PXZL","培训资料","24675151","16677861","质量管理部","QC活动管理和点评方法分享","2","3","培训资料 / 质量管理部 / QC活动管理和点评方法分享","培训与知识","2018-06-26 09:48:14","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24675151"
"PXZL","培训资料","24053193","16677861","质量管理部","六顶思考帽","2","4","培训资料 / 质量管理部 / 六顶思考帽","培训与知识","2018-06-20 17:23:49","未知用户 (duzongkun)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24053193"
"PXZL","培训资料","24051952","16677861","质量管理部","内销产品测试管理关键流程解析-王玉新","2","5","培训资料 / 质量管理部 / 内销产品测试管理关键流程解析-王玉新","测试与验证","2018-06-19 09:24:16","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24051952"
"PXZL","培训资料","39393590","16677861","质量管理部","手机产品软件开发流程培训","2","6","培训资料 / 质量管理部 / 手机产品软件开发流程培训","规范与流程","2018-12-07 11:29:44","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=39393590"
"PXZL","培训资料","39393593","16677861","质量管理部","软件需求与变更管理培训","2","7","培训资料 / 质量管理部 / 软件需求与变更管理培训","需求与功能","2018-12-07 11:30:33","未知用户 (guofangjuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=39393593"
"PXZL","培训资料","15589398","15587085","培训资料","软件研发部","1","12","培训资料 / 软件研发部","培训与知识","2017-08-25 13:51:00","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15589398"
"PXZL","培训资料","17041861","15589398","软件研发部","外销电视整机软件所","2","1","培训资料 / 软件研发部 / 外销电视整机软件所","培训与知识","2018-03-05 17:06:01","王丽娟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17041861"
"PXZL","培训资料","17040956","15589398","软件研发部","手机整机软件所","2","2","培训资料 / 软件研发部 / 手机整机软件所","培训与知识","2018-03-05 08:55:22","未知用户 (xuzhongyuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17040956"
"PXZL","培训资料","15589410","15589398","软件研发部","电视驱动软件所","2","3","培训资料 / 软件研发部 / 电视驱动软件所","培训与知识","2019-04-01 15:50:19","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15589410"
"TOOLS","工具池","97195588","","","工具池","0","1","工具池","其他","2020-08-14 09:57:02","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97195588"
"TOOLS","工具池","97195716","97195588","工具池","ASAN","1","1","工具池 / ASAN","其他","2020-08-13 15:50:53","冯美美","否","http://dmtks.hisense.com/display/TOOLS/ASAN"
"TOOLS","工具池","97915103","97195588","工具池","临时- 代码及设计质量工具-试用软件进度跟踪","1","2","工具池 / 临时- 代码及设计质量工具-试用软件进度跟踪","设计与架构","2020-08-20 05:12:06","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97915103"
"TOOLS","工具池","97190863","97195588","工具池","代码及设计质量工具-试用软件进度跟踪","1","3","工具池 / 代码及设计质量工具-试用软件进度跟踪","设计与架构","2020-08-17 12:03:25","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97190863"
"PTRJKFS","平台软件开发所","317692191","","","平台软件开发所 主页","0","1","平台软件开发所 主页","其他","2025-07-23 10:34:02","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692191"
"PTRJKFS","平台软件开发所","317692878","317692191","平台软件开发所 主页","1、模块空间","1","1","平台软件开发所 主页 / 1、模块空间","其他","2025-07-24 09:20:00","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692878"
"PTRJKFS","平台软件开发所","80451159","317692878","1、模块空间","图像与HDMI","2","1","平台软件开发所 主页 / 1、模块空间 / 图像与HDMI","其他","2025-07-24 08:50:53","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=80451159"
"PTRJKFS","平台软件开发所","4490031","317692878","1、模块空间","系统驱动","2","2","平台软件开发所 主页 / 1、模块空间 / 系统驱动","其他","2025-07-24 09:59:25","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4490031"
"PTRJKFS","平台软件开发所","317692882","317692191","平台软件开发所 主页","2、NPI 导入","1","2","平台软件开发所 主页 / 2、NPI 导入","其他","2025-07-23 14:35:01","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692882"
"PTRJKFS","平台软件开发所","320162140","317692882","2、NPI 导入","1、MTK 9616","2","1","平台软件开发所 主页 / 2、NPI 导入 / 1、MTK 9616","其他","2025-08-04 20:56:22","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=320162140"
"PTRJKFS","平台软件开发所","326685506","317692882","2、NPI 导入","2、AML 966D5","2","2","平台软件开发所 主页 / 2、NPI 导入 / 2、AML 966D5","其他","2025-09-16 13:39:06","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=326685506"
"PTRJKFS","平台软件开发所","335549593","317692882","2、NPI 导入","3、UNI 6780","2","3","平台软件开发所 主页 / 2、NPI 导入 / 3、UNI 6780","其他","2025-11-05 20:53:20","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=335549593"
"PTRJKFS","平台软件开发所","317692886","317692191","平台软件开发所 主页","3、创新预研","1","3","平台软件开发所 主页 / 3、创新预研","其他","2025-07-23 14:35:17","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692886"
"PTRJKFS","平台软件开发所","317692894","317692191","平台软件开发所 主页","4、技术规划与调研","1","4","平台软件开发所 主页 / 4、技术规划与调研","其他","2025-07-24 10:41:16","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692894"
"PTRJKFS","平台软件开发所","227447264","317692894","4、技术规划与调研","01 - eBPF技术及应用","2","1","平台软件开发所 主页 / 4、技术规划与调研 / 01 - eBPF技术及应用","其他","2025-05-23 13:18:19","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227447264"
"PTRJKFS","平台软件开发所","226958148","317692894","4、技术规划与调研","02 - 内存管理","2","2","平台软件开发所 主页 / 4、技术规划与调研 / 02 - 内存管理","项目管理","2024-04-25 19:55:01","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226958148"
"PTRJKFS","平台软件开发所","226980965","317692894","4、技术规划与调研","03 - 功耗控制","2","3","平台软件开发所 主页 / 4、技术规划与调研 / 03 - 功耗控制","其他","2024-01-22 12:00:58","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226980965"
"PTRJKFS","平台软件开发所","226958161","317692894","4、技术规划与调研","04 - 文件系统","2","4","平台软件开发所 主页 / 4、技术规划与调研 / 04 - 文件系统","其他","2024-12-09 10:43:35","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226958161"
"PTRJKFS","平台软件开发所","226958170","317692894","4、技术规划与调研","05 - 进程调度","2","5","平台软件开发所 主页 / 4、技术规划与调研 / 05 - 进程调度","其他","2024-01-12 09:54:52","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226958170"
"PTRJKFS","平台软件开发所","226965375","317692894","4、技术规划与调研","06 - 底层软件开发提效","2","6","平台软件开发所 主页 / 4、技术规划与调研 / 06 - 底层软件开发提效","其他","2024-01-11 11:26:10","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226965375"
"PTRJKFS","平台软件开发所","227856310","317692894","4、技术规划与调研","07 - 内核版本更新","2","7","平台软件开发所 主页 / 4、技术规划与调研 / 07 - 内核版本更新","版本与计划","2025-08-20 10:48:52","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227856310"
"PTRJKFS","平台软件开发所","228344480","317692894","4、技术规划与调研","08 - 内核rust开发技术","2","8","平台软件开发所 主页 / 4、技术规划与调研 / 08 - 内核rust开发技术","其他","2025-07-24 10:41:36","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228344480"
"PTRJKFS","平台软件开发所","231378593","317692894","4、技术规划与调研","09 - 稳定性及性能","2","9","平台软件开发所 主页 / 4、技术规划与调研 / 09 - 稳定性及性能","其他","2025-07-24 10:41:45","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231378593"
"PTRJKFS","平台软件开发所","231400550","317692894","4、技术规划与调研","10 - 日常记录","2","10","平台软件开发所 主页 / 4、技术规划与调研 / 10 - 日常记录","其他","2025-07-24 10:41:58","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231400550"
"PTRJKFS","平台软件开发所","233001592","317692894","4、技术规划与调研","11 - GKI整改","2","11","平台软件开发所 主页 / 4、技术规划与调研 / 11 - GKI整改","其他","2025-07-24 10:42:07","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233001592"
"PTRJKFS","平台软件开发所","243908461","317692894","4、技术规划与调研","12 - TMG工作","2","12","平台软件开发所 主页 / 4、技术规划与调研 / 12 - TMG工作","其他","2025-08-20 10:48:26","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=243908461"
"PTRJKFS","平台软件开发所","245790217","317692894","4、技术规划与调研","13 - Bazel技术","2","13","平台软件开发所 主页 / 4、技术规划与调研 / 13 - Bazel技术","其他","2025-07-24 10:42:24","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=245790217"
"PTRJKFS","平台软件开发所","273939605","317692894","4、技术规划与调研","14 - CLK-中国Linux开发者大会","2","14","平台软件开发所 主页 / 4、技术规划与调研 / 14 - CLK-中国Linux开发者大会","其他","2025-07-24 10:42:30","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=273939605"
"PTRJKFS","平台软件开发所","231387178","317692894","4、技术规划与调研","15 - RK-开发者大会","2","15","平台软件开发所 主页 / 4、技术规划与调研 / 15 - RK-开发者大会","其他","2025-07-24 10:42:43","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231387178"
"PTRJKFS","平台软件开发所","338857116","317692894","4、技术规划与调研","16 - 方案设计","2","16","平台软件开发所 主页 / 4、技术规划与调研 / 16 - 方案设计","设计与架构","2025-11-18 10:27:06","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=338857116"
"PTRJKFS","平台软件开发所","355568173","317692894","4、技术规划与调研","17 - 开关机","2","17","平台软件开发所 主页 / 4、技术规划与调研 / 17 - 开关机","其他","2026-01-26 11:04:07","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=355568173"
"PTRJKFS","平台软件开发所","363105989","317692894","4、技术规划与调研","18 - Linux Kernel and AI Tec","2","18","平台软件开发所 主页 / 4、技术规划与调研 / 18 - Linux Kernel and AI Tec","其他","2026-03-23 10:32:33","王永清","否","http://dmtks.hisense.com/display/PTRJKFS/18+-+Linux+Kernel+and+AI+Tec"
"PTRJKFS","平台软件开发所","229098660","317692894","4、技术规划与调研","技术成长","2","19","平台软件开发所 主页 / 4、技术规划与调研 / 技术成长","其他","2024-01-30 10:52:09","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229098660"
"PTRJKFS","平台软件开发所","136152771","317692894","4、技术规划与调研","技术调研","2","20","平台软件开发所 主页 / 4、技术规划与调研 / 技术调研","其他","2024-01-04 09:42:30","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=136152771"
"PTRJKFS","平台软件开发所","317692900","317692191","平台软件开发所 主页","5、技术资料","1","5","平台软件开发所 主页 / 5、技术资料","其他","2025-07-23 14:37:15","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692900"
"PTRJKFS","平台软件开发所","317692909","317692191","平台软件开发所 主页","6、流程与标准","1","6","平台软件开发所 主页 / 6、流程与标准","规范与流程","2025-07-23 14:38:15","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692909"
"PTRJKFS","平台软件开发所","317692918","317692191","平台软件开发所 主页","7、典型问题","1","7","平台软件开发所 主页 / 7、典型问题","问题与复盘","2025-07-23 14:39:33","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692918"
"PTRJKFS","平台软件开发所","317694450","317692191","平台软件开发所 主页","8、能力提升","1","8","平台软件开发所 主页 / 8、能力提升","其他","2026-02-09 18:09:02","未知用户 (lijianjun3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317694450"
"PTRJKFS","平台软件开发所","349812053","317694450","8、能力提升","中断子系统","2","1","平台软件开发所 主页 / 8、能力提升 / 中断子系统","其他","2026-01-05 16:31:41","未知用户 (lijianjun3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=349812053"
"PTRJKFS","平台软件开发所","317692897","317692191","平台软件开发所 主页","9、信息统计","1","9","平台软件开发所 主页 / 9、信息统计","数据与质量","2025-07-24 10:43:41","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317692897"
"PTRJKFS","平台软件开发所","326686152","317692897","9、信息统计","25年第三季度发票收集","2","1","平台软件开发所 主页 / 9、信息统计 / 25年第三季度发票收集","数据与质量","2025-09-28 09:08:42","焉为家","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=326686152"
"PTRJKFS","平台软件开发所","341991973","317692897","9、信息统计","25年第四季度发票收集","2","2","平台软件开发所 主页 / 9、信息统计 / 25年第四季度发票收集","数据与质量","2025-12-25 14:47:08","王郅铭","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=341991973"
"PTRJKFS","平台软件开发所","357857554","317692897","9、信息统计","26年第一季度发票收集","2","3","平台软件开发所 主页 / 9、信息统计 / 26年第一季度发票收集","数据与质量","2026-03-30 09:02:00","张朋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=357857554"
"PTRJKFS","平台软件开发所","363132924","317692897","9、信息统计","26年第二季度发票收集","2","4","平台软件开发所 主页 / 9、信息统计 / 26年第二季度发票收集","数据与质量","2026-05-06 20:01:53","焉为家","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=363132924"
"PTRJKFS","平台软件开发所","321275982","317692191","平台软件开发所 主页","10、例会信息","1","10","平台软件开发所 主页 / 10、例会信息","会议与协同","2025-08-12 20:55:55","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=321275982"
"PTRJKFS","平台软件开发所","321275985","321275982","10、例会信息","2025/08/13","2","1","平台软件开发所 主页 / 10、例会信息 / 2025/08/13","会议与协同","2025-08-12 21:30:09","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=321275985"
"PTRJKFS","平台软件开发所","324859260","321275982","10、例会信息","2025/09/06","2","2","平台软件开发所 主页 / 10、例会信息 / 2025/09/06","会议与协同","2025-12-10 14:21:04","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=324859260"
"PTRJKFS","平台软件开发所","341991698","321275982","10、例会信息","2025/12/11","2","3","平台软件开发所 主页 / 10、例会信息 / 2025/12/11","会议与协同","2025-12-10 14:43:46","何营昊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=341991698"
"RBRJJSS","日本产品软件所","164839871","","","日本产品软件所 主页","0","1","日本产品软件所 主页","其他","2025-08-01 11:02:19","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164839871"
"RBRJJSS","日本产品软件所","167324865","164839871","日本产品软件所 主页","001 日常工作","1","1","日本产品软件所 主页 / 001 日常工作","其他","2022-06-09 11:56:07","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167324865"
"RBRJJSS","日本产品软件所","167324854","167324865","001 日常工作","1. 工作情况跟踪","2","1","日本产品软件所 主页 / 001 日常工作 / 1. 工作情况跟踪","其他","2024-06-14 16:34:10","万兴振","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167324854"
"RBRJJSS","日本产品软件所","167324877","167324865","001 日常工作","2. 科室例会","2","2","日本产品软件所 主页 / 001 日常工作 / 2. 科室例会","会议与协同","2022-06-09 11:49:56","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167324877"
"RBRJJSS","日本产品软件所","167324901","167324865","001 日常工作","3. 专利与创新","2","3","日本产品软件所 主页 / 001 日常工作 / 3. 专利与创新","其他","2023-03-27 15:51:17","未知用户 (liyuxi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167324901"
